total_sqft,bath,bhk,balcony,garage_sqft,price
1484,2,3,2,186,74.18
1610,2,3,2,202,80.48
1415,2,3,2,177,65
1268,2,2,1,159,58
1268,2,2,1,159,56
605,2,1,1,76,30.24
1484,2,3,2,186,75
929,2,2,1,117,50.17
1200,2,2,1,150,52
975,2,2,1,122,58
1277,2,2,1,160,55
985,2,2,1,124,58
1245,2,3,2,156,68
1313,2,2,1,165,73
1313,2,2,1,165,66.5
1255,2,3,2,157,79
1330,2,3,2,167,72
929,2,2,1,117,48
950,2,2,1,119,55
929,2,2,1,117,56
1260,2,3,2,158,76
960,2,2,1,120,55
1260,2,3,2,158,73
1278,2,3,2,160,70
929,2,2,1,117,49
1260,2,3,2,158,75
1000,2,2,1,125,45
929,2,2,1,117,51
1880,2,3,2,235,110
1700,2,3,2,213,120
1100,2,2,1,138,45
900,2,2,1,113,45
870,2,2,1,109,65
1765,2,3,2,221,80
1713,2,3,2,215,125
1009,2,2,1,127,65
5000,2,4,2,625,325
1070,2,2,1,134,49
1475,2,3,2,185,98
1200,2,2,1,150,60
1240,2,2,1,155,60
1500,2,3,2,188,100
1200,2,2,1,150,65
1200,2,2,1,150,70
900,2,2,1,113,55
4800,2,4,2,600,302
1000,2,2,1,125,64
900,2,2,1,113,55
1200,2,2,1,150,66
900,2,2,1,113,55
900,2,2,1,113,55
1200,2,2,1,150,65
1500,2,2,1,188,75
1000,2,2,1,125,70
1100,2,2,1,138,65
1800,2,2,1,225,80
1200,2,2,1,150,70
1350,2,1,1,169,55
900,2,2,1,113,55
900,2,2,1,113,55
1082,2,2,1,136,64
1152,2,2,1,144,55
1868,2,3,2,234,131
2038.5,2,3,2,255,120
2106,2,3,2,264,126
1868,2,3,2,234,121
2106,2,3,2,264,126
1868,2,3,2,234,135
1856,2,3,2,232,135
1868,2,3,2,234,120
1804,2,3,2,226,115
1856,2,3,2,232,135
2254,2,3,2,282,153
2106,2,3,2,264,148
1856,2,3,2,232,135
2273,2,3,2,285,159
2099,2,3,2,263,147
1100,2,2,1,138,50
1100,2,2,1,138,49.49
1575,2,3,2,197,80
2273,2,3,2,285,145
1175,2,2,1,147,62
1804,2,3,2,226,127
1062,2,2,1,133,42.48
2038.5,2,3,2,255,122
1800,2,3,2,225,84
2265,2,3,2,284,159
2099,2,3,2,263,134
510,2,1,1,64,25.25
1296,2,2,1,162,80
2144,2,3,2,268,145
445,2,1,1,56,28
1296,2,2,1,162,83
2144,2,3,2,268,135
1093,2,2,1,137,70
1265,2,3,2,159,79
1651,2,3,2,207,97.38
1265,2,2,1,159,85
510,2,1,1,64,25.25
776.5,2,1,1,98,48.145
1564,2,3,2,196,101
1847,2,3,2,231,123
1697,2,3,2,213,114
3500,2,6,3,438,160
1573,2,3,2,197,95
1917,2,3,2,240,122
693,2,1,1,87,34.3
1098,2,2,1,138,68
760,2,1,1,95,50.3
2002,2,3,2,251,112
1697,2,3,2,213,115
1380,2,1,1,173,62.1
923,2,1,1,116,60.84
923,2,1,1,116,45.69
1296,2,2,1,162,72
1698,2,3,2,213,102
1411,2,3,2,177,93.04
1996,2,3,2,250,135
1801,2,3,2,226,115
1265,2,2,1,159,82
1917,2,3,2,240,113
662,2,1,1,83,42
1948,2,3,2,244,130
1098,2,2,1,138,74
1564,2,3,2,196,104
2127,2,3,2,266,135
1276,2,2,1,160,75
693,2,1,1,87,34.3
2259,2,4,2,283,135
1265,2,2,1,159,78
934,2,2,1,117,55
1056,2,2,1,132,68
1595,2,3,2,200,110
1411,2,3,2,177,93.15
1093,2,2,1,137,68.1
1093,2,2,1,137,72
1698,2,3,2,213,107
1564,2,3,2,196,105
1265,2,2,1,159,83
784,2,1,1,98,35.285
965,2,2,1,121,56
1546,2,3,2,194,95
777,2,1,1,98,38.535
1697,2,3,2,213,110
1492,2,3,2,187,88
2072,2,3,2,259,122
1880,2,3,2,235,120
760,2,1,1,95,50
933,2,1,1,117,58
1917,2,3,2,240,110
1996,2,3,2,250,123
1183,2,2,1,148,77.25
1491,2,3,2,187,88
662,2,1,1,83,29
1564,2,3,2,196,100
662,2,1,1,83,45
1573,2,3,2,197,98
1262,2,3,2,158,83
1056,2,2,1,132,65
1702,2,3,2,213,115
1343,2,2,1,168,75
1935,2,3,2,242,122
933,2,2,1,117,55
1183,2,2,1,148,77.3
662,2,1,1,83,38
1265,2,2,1,159,72
1595,2,3,2,200,105
580,2,1,1,73,27.5
2087,2,3,2,261,139
1098,2,2,1,138,71
1411,2,3,2,177,93.25
1732,2,3,2,217,112
933,2,1,1,117,61
1702,2,3,2,213,107
747,2,1,1,94,34.355
2030,2,3,2,254,125
1948,2,4,2,244,129
1573,2,3,2,197,90
1056,2,2,1,132,70
1595,2,3,2,200,96
1245,2,2,1,156,83.05
1261,2,3,2,158,80
1884,2,3,2,236,117
965,2,2,1,121,54
1930,2,3,2,242,122
777,2,1,1,98,38.46
1930,2,3,2,242,120
760,2,1,1,95,50.4
663,2,1,1,83,32.82
1801,2,3,2,226,115
1806,2,3,2,226,116
3671,2,4,2,459,220
1305,2,2,1,164,90
1965,2,3,2,246,125
1573,2,3,2,197,100
1917,2,4,2,240,130
3122,2,4,2,391,230
1297,2,2,1,163,103
1418,2,2,1,178,95
3122,2,4,2,391,235
3122,2,4,2,391,245
1418,2,2,1,178,103
1418,2,2,1,178,101
1418,2,2,1,178,104
3122,2,4,2,391,225
2912,2,4,2,364,210
1418,2,2,1,178,103
2072,2,3,2,259,159
1418,2,2,1,178,106
1418,2,2,1,178,104
3122,2,4,2,391,237
1418,2,2,1,178,105
1418,2,2,1,178,104
1418,2,2,1,178,106
2072,2,3,2,259,155
1830,2,3,2,229,135
1418,2,2,1,178,105
2072,2,3,2,259,160
2072,2,3,2,259,160
2072,2,3,2,259,155
3122,2,4,2,391,235
2072,2,3,2,259,153
2072,2,3,2,259,157
1418,2,2,1,178,105
3362,2,4,2,421,249
3122,2,4,2,391,245
4190,2,4,2,524,325
1400,2,2,1,175,105
1297,2,2,1,163,98
3800,2,4,2,475,239
1200,2,2,1,150,78
1128,2,2,1,141,75
1185,2,2,1,149,65
975,2,2,1,122,55
1330,2,2,1,167,75
1085,2,2,1,136,70
1216,2,2,1,152,80
1200,2,2,1,150,79
1200,2,2,1,150,80
1200,2,2,1,150,79.55
2625,2,3,2,329,175
975,2,2,1,122,50
1584,2,3,2,198,101
800,2,1,1,100,100
2000,2,5,3,250,145
1270,2,3,2,159,95.25
1040,2,2,1,130,68
1500,2,3,2,188,87
7500,2,7,4,938,400
1357,2,3,2,170,65
1500,2,3,2,188,87
1370.07,2,3,2,172,65
1165,2,2,1,146,59.8
1050,2,2,1,132,55
1100,2,2,1,138,55
1500,2,3,2,188,95
1779,2,3,2,223,112
1586,2,3,2,199,100
1098,2,2,1,138,72
1354,2,3,2,170,90
1240,2,3,2,155,84
1239,2,2,1,155,82
1246,2,2,1,156,82
1500,2,3,2,188,100
1416,2,3,2,177,94
1027,2,2,1,129,60
1027,2,2,1,129,68.62
1459,2,3,2,183,95
992,2,2,1,124,60
1066,2,2,1,134,52.5
1240,2,3,2,155,79
1441,2,3,2,181,95
1240,2,3,2,155,83
1027,2,2,1,129,67
1354,2,3,2,170,85.86
2135,2,3,2,267,215
1275,2,2,1,160,120
1020,2,3,2,128,110
1200,2,2,1,150,60
1180,2,2,1,148,100
1340,2,3,2,168,90
1500,2,3,2,188,125
2000,2,3,2,250,185
1255,2,2,1,157,120
1685,2,3,2,211,185
2135,2,3,2,267,170
1160,2,2,1,145,130
1440,2,3,2,180,62
1143,2,2,1,143,45
1020,2,2,1,128,45
1286,2,2,1,161,63
1101,2,2,1,138,45
1345,2,2,1,169,67
1175,2,2,1,147,47
1390,2,3,2,174,62.55
1330,2,3,2,167,56
1008,2,2,1,126,45
1390,2,3,2,174,60.47
1617,2,3,2,203,66.68
1150,2,2,1,144,49
1330,2,3,2,167,56
1200,2,2,1,150,44
882,2,2,1,111,30
993,2,2,1,125,39.71
1045,2,2,1,131,45
850,2,2,1,107,37.93
3600,2,6,3,450,120
1788,2,3,2,224,98.34
1345,2,3,2,169,57
1089,2,2,1,137,43.55
1279,2,2,1,160,48
1425,2,3,2,179,64
1155,2,2,1,145,40.42
1050,2,2,1,132,42
1300,2,3,2,163,55
1250,2,3,2,157,55
1700,2,3,2,213,88
1200,2,3,2,150,50
1085,2,2,1,136,43
1175,2,2,1,147,47
1689.28,2,3,2,212,91.2
1175,2,2,1,147,47
1137,2,2,1,143,63
1215,2,3,2,152,52.85
1325,2,2,1,166,53
1300,2,3,2,163,60
850,2,2,1,107,35
1627.86,2,3,2,204,88
1360,2,3,2,170,61.2
661,2,1,1,83,36
1134,2,2,1,142,45.36
1320,2,3,2,165,55.44
1390,2,3,2,174,61.16
1090,2,2,1,137,45
1050,2,2,1,132,42
1123,2,2,1,141,48
1329,2,3,2,167,56
938,2,2,1,118,35
1100,2,2,1,138,45
1125,2,2,1,141,47
1685,2,3,2,211,85
1390,2,3,2,174,62.55
1180,2,2,1,148,41.3
1380,2,2,1,173,42
1737,2,3,2,218,95
1160,2,2,1,145,45
1280,2,3,2,160,60
1190,2,2,1,149,53.55
1330,2,3,2,167,57
1560,2,3,2,195,74
1125,2,2,1,141,48
1320,2,3,2,165,55.44
1160,2,2,1,145,40.6
1065,2,2,1,134,42.59
1075,2,2,1,135,46.76
1155,2,2,1,145,40.6
1215,2,3,2,152,52.85
1180,2,2,1,148,41.3
1002,2,2,1,126,40.08
1002,2,2,1,126,40.08
1075,2,2,1,135,40
1155,2,2,1,145,40.43
1025,2,2,1,129,35.88
1125,2,2,1,141,47.65
1300,2,2,1,163,55
1025,2,2,1,129,35.88
980,2,2,1,123,45
1125,2,2,1,141,47
1175,2,2,1,147,47
1525,2,3,2,191,62.82
1265,2,3,2,159,65
1213,2,2,1,152,48
900,2,2,1,113,35
1065,2,2,1,134,42.6
1125,2,2,1,141,47
1270,2,3,2,159,55.25
1270,2,3,2,159,55.25
1107,2,2,1,139,45
1200,2,2,1,150,55
1460,2,3,2,183,76
1500,2,3,2,188,68
1120,2,2,1,140,50
1150,2,2,1,144,46
1330,2,3,2,167,58
1050,2,2,1,132,42
1125,2,2,1,141,48
1345,2,3,2,169,57
1345,2,3,2,169,57
1000,2,2,1,125,52
1037,2,2,1,130,36
1000,2,2,1,125,39.5
1125,2,2,1,141,45
1160,2,2,1,145,40.58
1123,2,2,1,141,60
1000,2,2,1,125,35
1330,2,3,2,167,57
1125,2,2,1,141,47
1165,2,2,1,146,42.09
1260,2,2,1,158,55
1284,2,2,1,161,53.36
1150,2,2,1,144,45.99
1290,2,3,2,162,56.12
1328,2,3,2,166,56
1040,2,2,1,130,36.4
1290,2,3,2,162,56.12
1075,2,2,1,135,46.76
1345,2,3,2,169,57
1160,2,2,1,145,44
1385,2,2,1,174,80
1024,2,2,1,128,42
1125,2,2,1,141,40
1112,2,2,1,139,40
1055,2,2,1,132,45.35
1280,2,2,1,160,65
977,2,2,1,123,36
1250,2,3,2,157,71
1200,2,3,2,150,67.75
1111,2,2,1,139,41.88
1140,2,2,1,143,55.5
1012,2,2,1,127,59
1140,2,2,1,143,39.9
1090,2,2,1,137,48
1450,2,3,2,182,71
1210,2,2,1,152,60
1070,2,2,1,134,46
1360,2,3,2,170,85
965,2,2,1,121,34
1120,2,2,1,140,44.24
1395,2,3,2,175,79
1085,2,2,1,136,45
1250,2,2,1,157,47
1200,2,3,2,150,68.38
1155,2,2,1,145,60
1035,2,2,1,130,60
1155,2,2,1,145,39
1180,2,2,1,148,55
1738,2,2,1,218,57.35
1045,2,2,1,131,40.65
1155,2,2,1,145,39
1210,2,2,1,152,64.15
1105,2,2,1,139,38
1560,2,3,2,195,90
1760,2,2,1,220,85
1210,2,2,1,152,54
1112,2,2,1,139,40
1000,2,2,1,125,65
900,2,2,1,113,27
1277,2,2,1,160,59
1247,2,3,2,156,58
1050,2,2,1,132,42.7
1255,2,2,1,157,52.76
1033,2,2,1,130,32
1140,2,2,1,143,49.11
850,2,2,1,107,25.4
1022,2,2,1,128,40
1135,2,2,1,142,39.73
995,2,2,1,125,34.82
995,2,2,1,125,34.82
1037,2,2,1,130,36.28
978,2,2,1,123,34.22
1037,2,2,1,130,36.28
1440,2,2,1,180,95
1062,2,2,1,133,38
1200,2,2,1,150,55
1200,2,4,2,150,90
1060,2,2,1,133,55
1100,2,2,1,138,54
1440,2,3,2,180,70
1100,2,2,1,138,54
1000,2,2,1,125,35
1120,2,2,1,140,70
945,2,2,1,119,40
1100,2,2,1,138,54
1200,2,3,2,150,65
1200,2,2,1,150,52
1050,2,2,1,132,50
1188,2,2,1,149,50
1100,2,3,2,138,75
1100,2,3,2,138,72
2400,2,4,2,300,135
1100,2,2,1,138,41
1200,2,2,1,150,60.5
1200,2,2,1,150,42
1704,2,3,2,213,110
1933,2,3,2,242,129
1450,2,3,2,182,100
1580,2,3,2,198,134
1826,2,3,2,229,121
1739,2,3,2,218,116
1490,2,3,2,187,100
1180,2,2,1,148,65
606,2,1,1,76,34.78
1352,2,2,1,169,68
1527,2,3,2,191,115
989,2,2,1,124,60
1520,2,3,2,190,103
1749,2,3,2,219,117
1046,2,2,1,131,75
606,2,1,1,76,40
1200,2,2,1,150,62
1760,2,3,2,220,140
2047,2,3,2,256,136
1200,2,3,2,150,75
1178,2,2,1,148,82
864,2,2,1,108,45
2100,2,4,2,263,252
920,2,2,1,115,60
1019,2,2,1,128,58
2400,2,5,3,300,125
1180,2,2,1,148,86
1046,2,2,1,131,49.06
2400,2,1,1,300,230
492,2,1,1,62,40
750,2,1,1,94,30
2000,2,4,2,250,75
2100,2,6,3,263,92
2000,2,4,2,250,90
820,2,2,1,103,30
770,2,2,1,97,30
910,2,2,1,114,36
890,2,2,1,112,37
1404,2,2,1,176,71
1246,2,2,1,156,67
1404,2,2,1,176,69.3
1246,2,2,1,156,67.3
1246,2,2,1,156,64.5
1246,2,2,1,156,64.5
1246,2,2,1,156,68
1238,2,2,1,155,67
1404,2,2,1,176,75
1246,2,2,1,156,65
1238,2,2,1,155,67
1246,2,2,1,156,67.4
1259,2,2,1,158,67.4
1404,2,2,1,176,68.8
1246,2,2,1,156,62.3
1246,2,2,1,156,63
1246,2,2,1,156,67.4
1246,2,2,1,156,65.4
1238,2,2,1,155,67.32
1246,2,2,1,156,67.4
1246,2,2,1,156,67.3
1404,2,2,1,176,70
1259,2,2,1,158,67.48
1404,2,2,1,176,75
1246,2,2,1,156,67
1404,2,2,1,176,72
1246,2,2,1,156,67.5
1246,2,2,1,156,67.5
1404,2,2,1,176,70
1246,2,2,1,156,65
1246,2,2,1,156,67.4
1610,2,3,2,202,81
1459,2,2,1,183,94.82
1280,2,2,1,160,75
1910,2,3,2,239,161
3252,2,4,2,407,230
11890,2,4,2,1487,700
1150,2,2,1,144,70
1768,2,3,2,221,101
4144,2,4,2,518,315
4104,2,4,2,513,360
1790,2,3,2,224,100
1720,2,3,2,215,100
1640,2,3,2,205,91
2280,2,3,2,285,126
1897,2,3,2,238,130
2225,2,3,2,279,125
4348.5,2,4,2,544,304
2268,2,4,2,284,163
2400,2,4,2,300,200
1360,2,2,1,170,95
1697,2,3,2,213,94.79
5000,2,4,2,625,400
3000,2,4,2,375,250
1700,2,3,2,213,115
2842,2,3,2,356,162
1500,2,3,2,188,130
1280,2,2,1,160,75
1405,2,3,2,176,78
2225,2,3,2,279,115
1272,2,2,1,159,95.05
1192,2,2,1,149,71
1626,2,3,2,204,89
1585,2,3,2,199,88
665,2,1,1,84,28.585
1280,2,2,1,160,85
1200,2,3,2,150,68.5
4000,2,4,2,500,330
1697,2,3,2,213,108
3606,2,4,2,451,312
1485,2,2,1,186,90
950,2,1,1,119,50
3584,2,4,2,448,199
825,2,1,1,104,45
1635,2,3,2,205,85
1216,2,2,1,152,79
920,2,2,1,115,63
1170,2,2,1,147,71
1118,2,2,1,140,75
1800,2,3,2,225,110
1562,2,3,2,196,103
2321,2,3,2,291,128
1320,2,2,1,165,95
3010,2,3,2,377,200
1346,2,2,1,169,96.17
3850,2,3,2,482,316
2500,2,4,2,313,155
905,2,1,1,114,55
2268,2,4,2,284,146
630.5,2,1,1,79,32.79
3537,2,4,2,443,210
1697,2,3,2,213,115
3250,2,5,3,407,290
1269,2,2,1,159,75
3227,2,5,3,404,250
1545,2,3,2,194,79
3262,2,4,2,408,260
1132,2,2,1,142,79.28
2830,2,4,2,354,160
1195,2,2,1,150,70
3480,2,3,2,435,284
709,2,1,1,89,34.385
1320,2,2,1,165,79.5
750,2,2,1,94,52.7
1200,2,3,2,150,61.96
2094,2,3,2,262,113.19
3445,2,4,2,431,270
1700,2,3,2,213,140
4827,2,4,2,604,400
1405,2,2,1,176,84.5
3252,2,4,2,407,280
1150,2,2,1,144,90
2400,2,4,2,300,147
624,2,1,1,78,35
1700,2,3,2,213,95
4960,2,4,2,620,400
2928,2,4,2,366,198
2700,2,3,2,338,175
1216,2,2,1,152,84
2882,2,4,2,361,204
1840,2,3,2,230,140
1778,2,3,2,223,122
650,2,1,1,82,25
2155,2,4,2,270,125
905,2,1,1,114,52
1216,2,2,1,152,75
1255,2,2,1,157,77
1216,2,2,1,152,73
709,2,1,1,89,34.735
1745,2,3,2,219,100
3200,2,4,2,400,224
825,2,1,1,104,44.9
1870,2,3,2,234,138
1862,2,3,2,233,125
1655,2,3,2,207,113
530,2,1,1,67,29.44
905,2,1,1,114,50
1600,2,3,2,200,82
1230,2,4,2,154,80
630.5,2,1,1,79,32.15
905,2,1,1,114,52
1216,2,2,1,152,83
4075,2,4,2,510,226
1216,2,2,1,152,75
2856,2,4,2,357,158.5
750,2,1,1,94,51
1173,2,2,1,147,77
1200,2,3,2,150,68.4
3425,2,4,2,429,250
2173,2,3,2,272,128
905,2,1,1,114,62
1870,2,3,2,234,138
1320,2,2,1,165,99.26
2901,2,3,2,363,190
1485,2,2,1,186,96.51
1755,2,3,2,220,101
2225,2,3,2,279,149
1250,2,2,1,157,82
605,2,1,1,76,40
2210,2,3,2,277,156
1173,2,2,1,147,78.2
1740,2,3,2,218,130
1216,2,2,1,152,75
1655,2,3,2,207,120
4003,2,4,2,501,300
1180,2,2,1,148,70
2023,2,3,2,253,130
2134,2,3,2,267,118
905,2,1,1,114,60
1452,2,3,2,182,90
2850,2,4,2,357,240
2830,2,4,2,354,190
1295,2,2,1,162,78.5
840,2,1,1,105,57.6
640,2,1,1,80,19.83
1991,2,3,2,249,104
1655,2,3,2,207,97
1850,2,3,2,232,150
1200,2,3,2,150,67.77
1290,2,2,1,162,90
1216,2,2,1,152,75
1356,2,2,1,170,94.84
1338,2,2,1,168,103
3450,2,3,2,432,208
1267,2,2,1,159,90.33
2400,2,4,2,300,143
1836,2,3,2,230,125
3596,2,3,2,450,200
1275,2,3,2,160,65
1216,2,2,1,152,82
1495,2,2,1,187,88
1564,2,3,2,196,103
1585,2,3,2,199,84
1558,2,3,2,195,90
1216,2,2,1,152,75
1704,2,3,2,213,120
1256,2,2,1,157,73
1300,2,2,1,163,78
1570,2,3,2,197,88
1216,2,2,1,152,84.03
1216,2,2,1,152,72.5
2025,2,3,2,254,115
1346,2,3,2,169,100
2990,2,4,2,374,198
1720,2,3,2,215,98.97
1600,2,3,2,200,95
1655,2,3,2,207,108
1740,2,3,2,218,95
1350,2,2,1,169,88
1216,2,2,1,152,80
2900,2,4,2,363,225
1340,2,2,1,168,101
1500,2,3,2,188,78.57
1626,2,3,2,204,85
1100,2,2,1,138,65
1270,2,3,2,159,65
3117,2,3,2,390,261
1216,2,2,1,152,73
3150,2,3,2,394,290
2956,2,4,2,370,234
2247,2,3,2,281,145
3940,2,4,2,493,265
1160,2,2,1,145,67
1180,2,2,1,148,77
2140,2,3,2,268,139
1314,2,2,1,165,84
1431,2,3,2,179,85
524,2,1,1,66,29
2830,2,4,2,354,161
2135,2,4,2,267,149
3075,2,4,2,385,188
1760,2,3,2,220,160
1655,2,3,2,207,110
840,2,1,1,105,57
1725,2,3,2,216,106
516,2,1,1,65,39
6000,2,4,2,750,410
1639,2,3,2,205,107
1820,2,3,2,228,113
3565,2,4,2,446,218
3410,2,4,2,427,253
4500,2,4,2,563,330
1250,2,2,1,157,85
1277,2,2,1,160,77
1820,2,3,2,228,140
3453,2,4,2,432,247
2280,2,3,2,285,125
2882,2,4,2,361,200
1639.5,2,3,2,205,92.63
1190,2,2,1,149,70
1270,2,2,1,159,94
1220,2,2,1,153,89
3758,2,3,2,470,300
1216,2,2,1,152,72
5400,2,4,2,675,475
1396,2,3,2,175,74
1615,2,3,2,202,96.9
1200,2,2,1,150,70
1216,2,2,1,152,75
2321,2,3,2,291,157
1224,2,2,1,153,75
1655,2,3,2,207,113
4144,2,5,3,518,331
1200,2,3,2,150,67.75
2444,2,4,2,306,145
1270,2,2,1,159,110
1660,2,3,2,208,110
1270,2,2,1,159,105
1173,2,2,1,147,78.2
1362,2,2,1,171,85
1457,2,3,2,183,105
1720,2,3,2,215,128
1564,2,3,2,196,103
1639,2,3,2,205,107
1760,2,3,2,220,139
613,2,1,1,77,48
1730,2,3,2,217,125
877,2,1,1,110,59
1464,2,3,2,183,105
2400,2,2,1,300,150
1700,2,3,2,213,130
1080,2,2,1,135,55
1400,2,2,1,175,78
1330,2,3,2,167,73.5
800,2,2,1,100,30
1100,2,2,1,138,60
1365,2,3,2,171,72
1103,2,2,1,138,55
1000,2,2,1,125,50
1326,2,2,1,166,78
1705,2,3,2,214,95
1234,2,2,1,155,80
1315,2,2,1,165,85
1170,2,2,1,147,62.5
697,2,1,1,88,45
2195,2,3,2,275,127
1614,2,3,2,202,95
628,2,1,1,79,24
654,2,1,1,82,38.4
1825,2,3,2,229,105
1603,2,3,2,201,96
1304,2,2,1,163,79
1517,2,3,2,190,76.3
1327,2,2,1,166,85
1566,2,3,2,196,97
1270,2,2,1,159,78
1400,2,3,2,175,80.54
1322,2,2,1,166,86
1100,2,2,1,138,70
1200,2,2,1,150,70
4000,2,5,3,500,220
2675,2,4,2,335,140
654,2,1,1,82,37
1465,2,3,2,184,80.01
1692,2,3,2,212,83
2145,2,3,2,269,125
1322,2,2,1,166,75
602,2,1,1,76,26
1100,2,2,1,138,60
1614,2,3,2,202,100
1890,2,3,2,237,108
1556,2,3,2,195,86
1610,2,3,2,202,85
1859,2,3,2,233,108
1322,2,2,1,166,80
2600,2,4,2,325,175
1305,2,2,1,164,78
1711,2,3,2,214,85.61
1315,2,2,1,165,75
3600,2,6,3,450,200
1614,2,3,2,202,95
1650,2,3,2,207,105
3990,2,4,2,499,260
1620,2,3,2,203,90
654,2,1,1,82,36.25
1614,2,3,2,202,93
694,2,1,1,87,30.84
1115,2,2,1,140,60
2317,2,3,2,290,140
1653,2,3,2,207,93
654,2,1,1,82,38
1445,2,2,1,181,82
602,2,1,1,76,38
697,2,1,1,88,35
682,2,1,1,86,36.23
1560,2,3,2,195,98
1780,2,3,2,223,107
1342,2,3,2,168,75
1823,2,3,2,228,103
1792,2,3,2,224,104
1304,2,2,1,163,69.97
1300,2,2,1,163,69.23
1705,2,3,2,214,91
1835,2,3,2,230,108
1847,2,3,2,231,92
1890,2,3,2,237,109
700,2,1,1,88,38
1491,2,3,2,187,85
2088,2,4,2,261,110
3019,2,4,2,378,190
1600,2,3,2,200,100
1705,2,3,2,214,85
1350,2,3,2,169,85
1633,2,3,2,205,110
827.5,2,1,1,104,42.535
1355,2,3,2,170,75
1104,2,2,1,138,58
1175,2,2,1,147,67.77
1322,2,2,1,166,77.9
602,2,1,1,76,33
1315,2,2,1,165,77
567,2,1,1,71,25
602,2,1,1,76,30
1234,2,2,1,155,80
1267,2,2,1,159,78
1360,2,2,1,170,78.19
650,2,1,1,82,33
500,2,1,1,63,20
440,2,1,1,55,16.5
1610,2,3,2,202,92
1700,2,3,2,213,90
650,2,1,1,82,20
350,2,1,1,44,13.5
1385,2,2,1,174,65
500,2,1,1,63,24
650,2,1,1,82,17
450,2,1,1,57,16
960,2,2,1,120,50
1209,2,3,2,152,65
1400,2,3,2,175,80
450,2,1,1,57,15
500,2,1,1,63,18
1420,2,3,2,178,75
2200,2,2,1,275,180
488,2,1,1,61,20
1100,2,2,1,138,58
1000,2,2,1,125,44
650,2,1,1,82,18
1740,2,3,2,218,150
1290,2,2,1,162,70
1240,2,2,1,155,47.12
1200,2,2,1,150,46.17
1260,2,2,1,158,47.88
1175,2,2,1,147,50
1650,2,3,2,207,68
1200,2,2,1,150,45.6
1200,2,2,1,150,46.17
1160,2,2,1,145,44.08
1693,2,3,2,212,108
667,2,1,1,84,36.85
1950,2,4,2,244,130
665,2,1,1,84,36.85
671,2,1,1,84,36.85
1277.5,2,2,1,160,95.815
668,2,1,1,84,36.85
1185,2,2,1,149,75.84
1195,2,2,1,150,100
1313,2,3,2,165,96
1400,2,2,1,175,100
673,2,1,1,85,36.85
717,2,2,1,90,49.475
605,2,1,1,76,41.745
669,2,1,1,84,36.85
3027,2,3,2,379,260
670,2,1,1,84,36.85
1240,2,2,1,155,80
1713,2,3,2,215,110
1144,2,2,1,143,67
1541,2,2,1,193,130
1362,2,2,1,171,100
666,2,1,1,84,36.8
1855,2,3,2,232,140
1165,2,2,1,146,85
1825,2,3,2,229,145
994,2,1,1,125,54.67
650,2,1,1,82,40
1855,2,3,2,232,140
1500,2,3,2,188,100
674,2,1,1,85,36.85
672,2,1,1,84,36.85
1195,2,2,1,150,100
1692,2,3,2,212,108
2500,2,6,3,313,185
1855,2,3,2,232,135
1876,2,3,2,235,160
2770,2,3,2,347,290
600,2,1,1,75,38
1500,2,2,1,188,185
840,2,2,1,105,45
4395,2,3,2,550,240
845,2,2,1,106,55
2511,2,3,2,314,205
1660,2,3,2,208,105
1200,2,2,1,150,65
1200,2,3,2,150,90
782,2,2,1,98,55.68
1800,2,3,2,225,120
1413,2,3,2,177,75
945,2,2,1,119,54
1870,2,3,2,234,110
1260,2,3,2,158,85.05
2795,2,3,2,350,235
1904,2,3,2,238,150
2000,2,3,2,250,175
1500,2,3,2,188,100
1783,2,3,2,223,115
912,2,3,2,114,70
1580,2,3,2,198,100
1415,2,3,2,177,78
2405,2,3,2,301,260
1500,2,2,1,188,115
1060,2,2,1,133,60
2600,2,8,4,325,180
1285,2,2,1,161,72.5
4050,2,3,2,507,280
1280,2,2,1,160,69
3045,2,3,2,381,170
900,2,2,1,113,110
1560,2,3,2,195,115
1200,2,4,2,150,165
1645,2,3,2,206,95
1200,2,2,1,150,79
1350,2,3,2,169,140
1800,2,3,2,225,150
1762,2,3,2,221,125
1200,2,3,2,150,90
2023.71,2,3,2,253,275
2150,2,3,2,269,240
3309,2,4,2,414,325
5000,2,11,6,625,360
1150,2,2,1,144,126
1200,2,2,1,150,74
1753,2,3,2,220,120
720,2,2,1,90,45
1200,2,4,2,150,165
700,2,1,1,88,41
1595,2,3,2,200,115
1353,2,2,1,170,110
1200,2,1,1,150,85
1325,2,3,2,166,90
1056,2,2,1,132,80
1600,2,3,2,200,86
1544,2,3,2,193,120
1200,2,2,1,150,65
540,2,1,1,68,36
1578,2,3,2,198,180
1600,2,2,1,200,115
416,2,1,1,52,18.5
834,2,1,1,105,60
1125,2,3,2,141,70
3000,2,4,2,375,260
2160,2,6,3,270,250
469,2,1,1,59,25
1630,2,2,1,204,200
1200,2,3,2,150,70
1350,2,3,2,169,77
4046,2,4,2,506,445
1180,2,3,2,148,78.34
1355,2,2,1,170,115
600,2,1,1,75,50
1875,2,3,2,235,165
600,2,2,1,75,55
1750,2,3,2,219,120
1092,2,3,2,137,98.5
1855,2,3,2,232,225
425,2,1,1,54,20.03
600,2,1,1,75,60
1468,2,2,1,184,140
4300,2,4,2,538,550
775,2,2,1,97,55
1352,2,3,2,169,135
1200,2,4,2,150,95
1976,2,3,2,247,184
